Library,Count,% Over total
@executable_path/libirecovery.dylib,5,0.02%
@rpath/IssuesReporter.framework/Versions/A/IssuesReporter,5,0.02%
@rpath/HealthService.framework/Versions/A/HealthService,5,0.02%
@executable_path/libssl.1.1.dylib,5,0.02%
@rpath/LOZIPFileWrapper.framework/Versions/A/LOZIPFileWrapper,5,0.02%
@rpath/PermissionsKit.framework/Versions/A/PermissionsKit,5,0.02%
@rpath/YaraObjective.framework/Versions/A/YaraObjective,5,0.02%
@executable_path/../Frameworks/libplist-2.0.4.dylib,5,0.02%
@executable_path/../Frameworks/UniversalDetector.framework/Versions/A/UniversalDetector,5,0.02%
/usr/local/opt/qt@5/lib/QtCore.framework/Versions/5/QtCore,5,0.02%
/usr/local/opt/qt@5/lib/QtGui.framework/Versions/5/QtGui,5,0.02%
/usr/local/opt/qt@5/lib/QtNetwork.framework/Versions/5/QtNetwork,5,0.02%
/usr/local/opt/qt@5/lib/QtWidgets.framework/Versions/5/QtWidgets,5,0.02%
@executable_path/libzip.5.0.dylib,5,0.02%
@loader_path/../Frameworks/ToolsFrameworks/libssl.3.dylib,5,0.02%
@executable_path/../Frameworks/libprotobuf.30.dylib,5,0.02%
/usr/local/lib/libplist.3.dylib,5,0.02%
@rpath/QtNetwork.framework/Versions/A/QtNetwork,5,0.02%
/System/Library/Frameworks/MapKit.framework/MapKit,5,0.02%
@rpath/QtGui.framework/Versions/A/QtGui,5,0.02%
@rpath/QtCore.framework/Versions/A/QtCore,5,0.02%
@executable_path/../Frameworks/libdb_cxx-6.2.dylib,5,0.02%
/System/Library/Frameworks/Photos.framework/Versions/A/Photos,5,0.02%
@rpath/libcurl.dylib,5,0.02%
/System/Library/Frameworks/JavaScriptCore.framework/JavaScriptCore,5,0.02%
/System/Library/Frameworks/GameController.framework/GameController,5,0.02%
/System/Library/Frameworks/CoreText.framework/CoreText,5,0.02%
@rpath/QtWidgets.framework/Versions/A/QtWidgets,5,0.02%
@rpath/CocoaImageHashing.framework/Versions/A/CocoaImageHashing,5,0.02%
/usr/local/opt/libomp/lib/libomp.dylib,5,0.02%
@rpath/MacCleanerFramework.framework/Versions/A/MacCleanerFramework,5,0.02%
@rpath/libirecovery-1.0.3.dylib,5,0.02%
@executable_path/../Frameworks/libprotobuf.8.dylib,5,0.02%
/usr/local/opt/curl/lib/libcurl.4.dylib,5,0.02%
@executable_path/../Frameworks/QtSql.framework/Versions/5/QtSql,5,0.02%
@rpath/openssl.framework/Versions/A/openssl,5,0.02%
@loader_path/../Frameworks/ToolsFrameworks/libzip.5.dylib,5,0.02%
@rpath/BFPageControl.framework/Versions/A/BFPageControl,5,0.02%
@loader_path/../Frameworks/ToolsFrameworks/libfmt.10.dylib,5,0.02%
@loader_path/../Frameworks/ToolsFrameworks/libcrypto.3.dylib,5,0.02%
@@HOMEBREW_PREFIX@@/opt/libusb/lib/libusb-1.0.0.dylib,5,0.02%
/opt/local/lib/libminiupnpc.16.dylib,5,0.02%
@rpath/CMMUIKit.framework/Versions/A/CMMUIKit,5,0.02%
libboost_thread.dylib,5,0.02%
/System/Library/Frameworks/VideoDecodeAcceleration.framework/Versions/A/VideoDecodeAcceleration,5,0.02%
/usr/local/opt/openssl@1.0.2t/lib/libssl.1.0.0.dylib,5,0.02%
@executable_path/../Frameworks/libavformat.58.dylib,5,0.02%
/Applications/MacMiner.app/Contents/Resources/curl/lib/libcurl.4.dylib,5,0.02%
/usr/local/opt/openssl@1.0.2t/lib/libcrypto.1.0.0.dylib,5,0.02%
@executable_path/../Frameworks/libavutil.56.dylib,5,0.02%
@loader_path/../Frameworks/ToolsFrameworks/libzip.5.5.dylib,5,0.02%
@rpath/NMSSH.framework/Versions/A/NMSSH,5,0.02%
@executable_path/lib/libjpeg.9.dylib,5,0.02%
/System/Library/Frameworks/NetworkExtension.framework/Versions/A/NetworkExtension,5,0.02%
/System/Library/Frameworks/MapKit.framework/Versions/A/MapKit,5,0.02%
@rpath/libirecovery-1.0.5.dylib,5,0.02%
/usr/lib/swift/libswiftQuartzCore.dylib,5,0.02%
@executable_path/../Frameworks/libprotobuf.32.dylib,5,0.02%
@executable_path/libcrypto.1.1.dylib,4,0.02%
/System/Library/Frameworks/AVKit.framework/AVKit,4,0.02%
@rpath/XUIKit.framework/Versions/A/XUIKit,4,0.02%
@rpath/libboost_regex.dylib,4,0.02%
/usr/local/opt/unbound/lib/libunbound.8.dylib,4,0.02%
@executable_path/../Frameworks/LoggerFramework.framework/Versions/A/LoggerFramework,4,0.02%
/usr/lib/libsandbox.1.dylib,4,0.02%
@executable_path/libimobiledevice-glue.dylib,4,0.02%
/usr/local/lib/libcrypto.1.1.dylib,4,0.02%
@rpath/libboost_program_options.dylib,4,0.02%
/System/Library/Frameworks/AppleScriptKit.framework/Versions/A/AppleScriptKit,4,0.02%
QtGui.framework/Versions/4/QtGui,4,0.02%
/opt/local/lib/libminiupnpc.8.dylib,4,0.02%
@executable_path/lib/libssl.1.0.0.dylib,4,0.02%
@executable_path/../Frameworks/libprotobuf.17.dylib,4,0.02%
@rpath/libboost_serialization.dylib,4,0.02%
/usr/local/opt/readline/lib/libreadline.8.dylib,4,0.02%
/usr/local/opt/qt/lib/QtPrintSupport.framework/Versions/5/QtPrintSupport,4,0.02%
@executable_path/../Frameworks/QtMultimediaWidgets.framework/Versions/5/QtMultimediaWidgets,4,0.02%
@rpath/libboost_filesystem.dylib,4,0.02%
@executable_path/../Frameworks/QtSensors.framework/Versions/5/QtSensors,4,0.02%
@rpath/Zipper.framework/Versions/A/Zipper,4,0.02%
/usr/local/opt/boost@1.60/lib/libboost_program_options-mt.dylib,4,0.02%
/usr/local/opt/boost@1.60/lib/libboost_thread-mt.dylib,4,0.02%
@executable_path/../Frameworks/pawns-sdk.dylib,4,0.02%
@rpath/NKCocoaBase.framework/Versions/A/NKCocoaBase,4,0.02%
@rpath/NektonyFallManager.framework/Versions/A/NektonyFallManager,4,0.02%
@executable_path/../Frameworks/libsqlite3.0.dylib,4,0.02%
@@HOMEBREW_PREFIX@@/opt/protobuf@21/lib/libprotobuf.32.dylib,4,0.02%
/usr/local/lib/libcrypto.3.dylib,4,0.02%
@rpath/MonitorFramework.framework/Versions/A/MonitorFramework,4,0.02%
@executable_path/../Frameworks/QtPositioning.framework/Versions/5/QtPositioning,4,0.02%
libboost_filesystem.dylib,4,0.02%
libboost_system.dylib,4,0.02%
/System/Library/Frameworks/ApplicationServices.framework/Frameworks/CoreGraphics.framework/CoreGraphics,4,0.02%
/opt/local/lib/libcurl.4.dylib,4,0.02%
@rpath/libboost_chrono.dylib,4,0.02%
@rpath/GitHubUpdates.framework/Versions/A/GitHubUpdates,4,0.02%
@executable_path/../Frameworks/QtOpenGL.framework/Versions/5/QtOpenGL,4,0.02%
@rpath/Lottie.framework/Versions/A/Lottie,4,0.02%
@rpath/libboost_date_time.dylib,4,0.02%
@rpath/CCNStatusItem.framework/Versions/A/CCNStatusItem,4,0.02%
@rpath/libboost_system.dylib,4,0.02%
@executable_path/lib/libpng16.16.dylib,4,0.02%
@executable_path/lib/libplc4.dylib,4,0.02%
@rpath/libboost_thread.dylib,4,0.02%
@executable_path/lib/libMagickWand-6.Q16.2.dylib,4,0.02%
/usr/local/opt/gcc@8/lib/gcc/8/libstdc++.6.dylib,4,0.02%
/usr/local/opt/gcc@8/lib/gcc/8/libgomp.1.dylib,4,0.02%
/usr/local/lib/gcc/8/libgcc_s.1.dylib,4,0.02%
@executable_path/../Frameworks/License.framework/Versions/A/License,4,0.02%
@executable_path/lib/libcurl.4.dylib,4,0.02%
@executable_path/../Frameworks/CheckInfoFile.framework/Versions/A/CheckInfoFile,4,0.02%
/System/Library/Frameworks/AdSupport.framework/AdSupport,4,0.02%
@executable_path/../Frameworks/libnatpmp.1.dylib,4,0.02%
@executable_path/../Frameworks/libboost_random-mt.dylib,4,0.02%
@executable_path/../Frameworks/QtWebSockets.framework/Versions/5/QtWebSockets,4,0.02%
@loader_path/../Frameworks/CocoaProtector.framework/Versions/A/CocoaProtector,4,0.02%
@rpath/libcgunwind.1.0.dylib,4,0.02%
/usr/lib/libz.dylib,4,0.02%
/usr/lib/libpthread.dylib,4,0.02%
/usr/lib/libobjc.dylib,4,0.02%
/usr/lib/libiconv.dylib,4,0.02%
/usr/lib/libdl.dylib,4,0.02%
/usr/lib/libc.dylib,4,0.02%
/System/Library/Frameworks/IOKit.framework/IOKit,4,0.02%
@rpath/EDStarRating.framework/Versions/A/EDStarRating,4,0.02%
/System/Library/Frameworks/ApplicationServices.framework/Frameworks/PrintCore.framework/PrintCore,4,0.02%
/System/Library/Frameworks/ApplicationServices.framework/Frameworks/ImageIO.framework/ImageIO,4,0.02%
/System/Library/Frameworks/ApplicationServices.framework/Frameworks/CoreText.framework/CoreText,4,0.02%
@executable_path/lib/libplds4.dylib,4,0.02%
@executable_path/lib/libMagickCore-6.Q16.2.dylib,4,0.02%
@executable_path/lib/libcrypto.1.0.0.dylib,4,0.02%
@executable_path/lib/libgpac.dylib,4,0.02%
@executable_path/../Frameworks/libdb_cxx-6.0.dylib,4,0.02%
@executable_path/lib/libnspr4.dylib,4,0.02%
@executable_path/../Frameworks/libMacCleanCore.dylib,4,0.02%
@rpath/WPAdwareUtils.framework/Versions/A/WPAdwareUtils,4,0.02%
QtCore.framework/Versions/4/QtCore,4,0.02%
@rpath/Promises.framework/Versions/A/Promises,4,0.02%
@executable_path/lib/libmozjs185.1.0.dylib,4,0.02%
@rpath/MacubeFramework.framework/Versions/A/MacubeFramework,4,0.02%
@rpath/FirebaseSessions.framework/Versions/A/FirebaseSessions,4,0.02%
@executable_path/../Frameworks/QtXml.framework/Versions/5/QtXml,4,0.02%
@executable_path/libs/libcrypto.1.0.0.dylib,4,0.02%
@executable_path/libs/libssl.1.0.0.dylib,4,0.02%
@rpath/FirebaseCoreExtension.framework/Versions/A/FirebaseCoreExtension,4,0.02%
@executable_path/../Frameworks/libprotobuf.25.dylib,4,0.02%
@executable_path/../Frameworks/XADMaster.framework/Versions/A/XADMaster,4,0.02%
@rpath/FileInfoFramework.framework/Versions/A/FileInfoFramework,4,0.02%
@rpath/QtWebEngine.framework/Versions/5/QtWebEngine,4,0.02%
@rpath/Tnef_Mac.framework/Versions/A/Tnef_Mac,4,0.02%
@rpath/QtWebSockets.framework/Versions/5/QtWebSockets,4,0.02%
@rpath/libswiftSecurity.dylib,4,0.02%
@executable_path/../libs/libboost_filesystem-mt.dylib,3,0.01%
@executable_path/../libs/libboost_program_options-mt.dylib,3,0.01%
@executable_path/../Frameworks/libavcodec.58.dylib,3,0.01%
@executable_path/../Frameworks/libnettle.8.dylib,3,0.01%
@executable_path/../libs/libboost_system-mt.dylib,3,0.01%
@executable_path/../Frameworks/libminiupnpc.13.dylib,3,0.01%
@executable_path/libfvde.1.dylib,3,0.01%
@executable_path/../Frameworks/TCMPortMapper.framework/Versions/A/TCMPortMapper,3,0.01%
@loader_path/lib/Python,3,0.01%
@executable_path/../../libidn/lib/libidn.11.dylib,3,0.01%
@executable_path/../../openssl/lib/libcrypto.1.0.0.dylib,3,0.01%
@executable_path/../../openssl/lib/libssl.1.0.0.dylib,3,0.01%
@executable_path/../Frameworks/libminiupnpc.12.dylib,3,0.01%
@loader_path/../Frameworks/libetpan.framework/Versions/A/libetpan,3,0.01%
/usr/local/opt/pcre2/lib/libpcre2-8.0.dylib,3,0.01%
@executable_path/../Frameworks/libswscale.5.dylib,3,0.01%
@rpath/DesktopApplication.framework/Versions/A/DesktopApplication,3,0.01%
@executable_path/../Frameworks/DotMacKit.framework/Versions/A/DotMacKit,3,0.01%
/Library/Application Support/Qustodio/bin/libc++.1.dylib,3,0.01%
@executable_path/../libs/libboost_thread-mt.dylib,3,0.01%
@rpath/QtAVWidgets.framework/Versions/1/QtAVWidgets,3,0.01%
@rpath/QtAV.framework/Versions/1/QtAV,3,0.01%
/usr/local/opt/qt@5/lib/QtDBus.framework/Versions/5/QtDBus,3,0.01%
@rpath/RNCryptor_objc.framework/Versions/A/RNCryptor_objc,3,0.01%
@rpath/libReiBoot.dylib,3,0.01%
@rpath/TSRestoreKit.framework/Versions/A/TSRestoreKit,3,0.01%
/usr/lib/swift/libswiftNetwork.dylib,3,0.01%
@rpath/CMMMainAppUI.framework/Versions/A/CMMMainAppUI,3,0.01%
@rpath/CMMNotifications.framework/Versions/A/CMMNotifications,3,0.01%
@rpath/bera.dylib,3,0.01%
@rpath/FMPFeedbackForm.framework/Versions/A/FMPFeedbackForm,3,0.01%
/usr/local/opt/boost@1.57/lib/libboost_chrono-mt.dylib,3,0.01%
/usr/local/opt/boost@1.57/lib/libboost_filesystem.dylib,3,0.01%
/usr/local/opt/boost@1.57/lib/libboost_program_options-mt.dylib,3,0.01%
/usr/local/opt/boost@1.57/lib/libboost_system.dylib,3,0.01%
/usr/local/opt/boost@1.57/lib/libboost_thread-mt.dylib,3,0.01%
@executable_path/libs/libhwloc.15.dylib,3,0.01%
@loader_path/libcrypto.1.1.dylib,3,0.01%
@loader_path/libssl.1.1.dylib,3,0.01%
@executable_path/lib/libimobiledevice-1.0.6.dylib,3,0.01%
@executable_path/lib/libusbmuxd-2.0.6.dylib,3,0.01%
@rpath/PubParser.framework/Versions/A/PubParser,3,0.01%
@executable_path/libs/libboost_chrono-mt.dylib,3,0.01%
@executable_path/libs/libboost_program_options-mt.dylib,3,0.01%
@executable_path/libs/libboost_thread-mt.dylib,3,0.01%
@executable_path/libs/libdb_cxx-4.8.dylib,3,0.01%
@executable_path/libs/libevent-2.0.5.dylib,3,0.01%
@executable_path/libs/libevent_pthreads-2.0.5.dylib,3,0.01%
@executable_path/libs/libminiupnpc.15.dylib,3,0.01%
@rpath/iRate.framework/Versions/A/iRate,3,0.01%
@rpath/CargoBay.framework/Versions/A/CargoBay,3,0.01%
/usr/lib/libsqlite3.0.dylib,3,0.01%
/System/Library/Frameworks/SecurityInterface.framework/Versions/A/SecurityInterface,3,0.01%
/opt/homebrew/opt/xapian/lib/libxapian.30.dylib,3,0.01%
/usr/local/opt/gcc@5/lib/gcc/5/libstdc++.6.dylib,3,0.01%
@loader_path/../Frameworks/libcrypto.1.0.0.dylib,3,0.01%
@loader_path/../Frameworks/libssl.1.0.0.dylib,3,0.01%
@executable_path/../Frameworks/libBagDownloadLib.dylib,3,0.01%
/usr/local/lib/libzip.5.dylib,3,0.01%
/usr/local/opt/boost@1.60/lib/libboost_chrono-mt.dylib,3,0.01%
@executable_path/libmozsqlite3.dylib,3,0.01%
@loader_path/../Frameworks/VLCKit.framework/Versions/A/VLCKit,3,0.01%
@loader_path/../Frameworks/libirecovery.3.dylib,3,0.01%
@executable_path/../Frameworks/libMCARecLib2.dylib,3,0.01%
@executable_path/../Frameworks/libsecp256k1.0.dylib,3,0.01%
/usr/local/lib/libssl.1.1.dylib,3,0.01%
@executable_path/libnanomsg.5.0.0.dylib,3,0.01%
/opt/homebrew/opt/gmime/lib/libgmime-3.0.0.dylib,3,0.01%
@rpath/YMTreeMap.framework/Versions/A/YMTreeMap,3,0.01%
/usr/local/opt/gcc@5/lib/gcc/5/libgomp.1.dylib,3,0.01%
@executable_path/../Frameworks/libprotobuf.13.dylib,3,0.01%
@executable_path/../Frameworks/libz.1.2.5.dylib,3,0.01%
/usr/local/lib/gcc/5/libgcc_s.1.dylib,3,0.01%
@rpath/SensorsAnalyticsSDK.framework/Versions/A/SensorsAnalyticsSDK,3,0.01%
@rpath/SwiftEventBus.framework/Versions/A/SwiftEventBus,3,0.01%
/usr/local/lib/libusb-1.0.0.dylib,3,0.01%
/opt/homebrew/opt/glib/lib/libgio-2.0.0.dylib,3,0.01%
/opt/homebrew/opt/glib/lib/libglib-2.0.0.dylib,3,0.01%
/opt/homebrew/opt/glib/lib/libgobject-2.0.0.dylib,3,0.01%
@rpath/QtOpenGL.framework/Versions/A/QtOpenGL,3,0.01%
@rpath/Branch.framework/Versions/A/Branch,3,0.01%
@executable_path/../Frameworks/LogSender.framework/Versions/A/LogSender,3,0.01%
/System/Library/Frameworks/CoreData.framework/CoreData,3,0.01%
@rpath/libsavapi.dylib,3,0.01%
@rpath/QtTest.framework/Versions/5/QtTest,3,0.01%
/System/Library/PrivateFrameworks/Admin.framework/Versions/A/Admin,3,0.01%
/usr/local/opt/libnatpmp/lib/libnatpmp.1.dylib,3,0.01%
/usr/local/opt/readline/lib/libreadline.7.dylib,3,0.01%
@executable_path/../Frameworks/Skype.framework/Versions/A/Skype,3,0.01%
@executable_path/../Frameworks/QtXmlPatterns.framework/Versions/5/QtXmlPatterns,3,0.01%
@rpath/../Frameworks/ZBAnalytics.framework/Versions/A/ZBAnalytics,3,0.01%
@executable_path/../Frameworks/libsodium.26.dylib,3,0.01%
@executable_path/../Frameworks/QtSql.framework/Versions/4/QtSql,3,0.01%
@executable_path/../Frameworks/libusb-1.0.0.dylib,3,0.01%
/System/Library/Frameworks/AddressBook.framework/AddressBook,3,0.01%
@executable_path/libfreebl3.dylib,3,0.01%
@executable_path/libsoftokn3.dylib,3,0.01%
/usr/local/Cellar/openssl@3/3.0.7/lib/libcrypto.3.dylib,3,0.01%
/usr/local/Cellar/openssl@3/3.0.7/lib/libssl.3.dylib,3,0.01%
/usr/local/lib/libfragmentzip.0.dylib,3,0.01%
libboost_program_options.dylib,3,0.01%
@executable_path/../Frameworks/libevent_openssl-2.1.6.dylib,3,0.01%
@executable_path/../Frameworks/libevent_extra-2.1.6.dylib,3,0.01%
@executable_path/../Frameworks/libevent_core-2.1.6.dylib,3,0.01%
@executable_path/../Frameworks/libdb_cxx-5.3.dylib,3,0.01%
/System/Library/Frameworks/CoreImage.framework/CoreImage,3,0.01%
@executable_path/mediautils.dylib,3,0.01%
@executable_path/mediaimgutils.dylib,3,0.01%
@executable_path/mediaimgfilters.dylib,3,0.01%
@executable_path/mediaformats.dylib,3,0.01%
@executable_path/mediafilters.dylib,3,0.01%
@executable_path/mediadevices.dylib,3,0.01%
@executable_path/mediacodecs.dylib,3,0.01%
/opt/homebrew/Cellar/aircrack-ng/1.7/lib/libaircrack-osdep-1.7.0.dylib,3,0.01%
/usr/local/opt/fmt/lib/libfmt.9.dylib,3,0.01%
@executable_path/../Frameworks/libprotobuf.18.dylib,3,0.01%
/System/Library/Frameworks/UserNotifications.framework/UserNotifications,3,0.01%
@executable_path/openssl-1.1.1a/lib/libcrypto.1.1.dylib,3,0.01%
@executable_path/openssl-1.1.1a/lib/libssl.1.1.dylib,3,0.01%
@rpath/LNEncryptor.framework/Versions/A/LNEncryptor,3,0.01%
@rpath/LNStats.framework/Versions/A/LNStats,3,0.01%
@rpath/LNUtils.framework/Versions/A/LNUtils,3,0.01%
libboost_chrono.dylib,3,0.01%
@rpath/libSyncFuntion.dylib,3,0.01%
@rpath/QtQml.framework/Versions/A/QtQml,3,0.01%
@rpath/QtQuick.framework/Versions/A/QtQuick,3,0.01%
@rpath/CorePlot.framework/Versions/A/CorePlot,3,0.01%
@rpath/OpenSSL.framework/Versions/A/OpenSSL,3,0.01%
/usr/local/opt/libpgm/lib/libpgm-5.2.0.dylib,3,0.01%
@rpath/QtQmlModels.framework/Versions/A/QtQmlModels,3,0.01%
@executable_path/../../libs/libgomp.1.dylib,2,0.01%
@executable_path/../Frameworks/AutoHyperlinks.framework/Versions/A/AutoHyperlinks,2,0.01%
@rpath/libclang_rt.asan_osx_dynamic.dylib,2,0.01%
/usr/local/opt/qrencode/lib/libqrencode.3.dylib,2,0.01%
@rpath/libwhisper.dylib,2,0.01%
@executable_path/../Frameworks/Adium.framework/Versions/A/Adium,2,0.01%
@executable_path/../Frameworks/AdiumLibpurple.framework/Versions/A/AdiumLibpurple,2,0.01%
@executable_path/../Frameworks/libSoftMgr.1.dylib,2,0.01%
@executable_path/../Frameworks/OpenDevice.framework/Versions/A/OpenDevice,2,0.01%
@executable_path/../curl/lib/libcurl.4.dylib,2,0.01%
@executable_path/../Frameworks/HLSZip.framework/Versions/A/HLSZip,2,0.01%
@rpath/FeedKit.framework/Versions/A/FeedKit,2,0.01%
@executable_path/../Frameworks/LMX.framework/Versions/A/LMX,2,0.01%
@executable_path/../Frameworks/PSMTabBarControl.framework/Versions/A/PSMTabBarControl,2,0.01%
/usr/local/opt/boost@1.60/lib/libboost_filesystem-mt.dylib,2,0.01%
@executable_path/../Frameworks/libffi.framework/Versions/3.0.13/libffi,2,0.01%
@executable_path/../jansson/lib/libjansson.4.dylib,2,0.01%
@executable_path/libs/libboost_system-mt.dylib,2,0.01%
@executable_path/../../libs/libstdc++.6.dylib,2,0.01%
@rpath/libspeexdsp.1.dylib,2,0.01%
@executable_path/../../libs/libgcc_s.1.dylib,2,0.01%
/opt/homebrew/opt/guile/lib/libguile-3.0.1.dylib,2,0.01%
/System/Library/Frameworks/StoreKit.framework/StoreKit,2,0.01%
/usr/local/opt/unbound/lib/libunbound.2.dylib,2,0.01%
@executable_path/../Frameworks/rbframework.dylib,2,0.01%
@rpath/SDL3.framework/Versions/A/SDL3,2,0.01%
@rpath/MicrosoftAzureMobile.framework/Versions/A/MicrosoftAzureMobile,2,0.01%
@loader_path/libimobiledevice-glue-1.0.0.dylib,2,0.01%
@rpath/HandyJSON.framework/Versions/A/HandyJSON,2,0.01%
@executable_path/../Frameworks/libboost_unit_test_framework-mt.dylib,2,0.01%
/usr/local/lib/libplist.dylib,2,0.01%
/usr/local/lib/libusbmuxd.dylib,2,0.01%
@executable_path/../Frameworks/libgcrypt.framework/Versions/1.5.3/libgcrypt,2,0.01%
/usr/local/opt/protobuf/lib/libprotobuf.25.dylib,2,0.01%
@executable_path/../Frameworks/libboost_timer-mt.dylib,2,0.01%
@executable_path/../Frameworks/libMdmUnlock.dylib,2,0.01%
@executable_path/../Frameworks/libglib.framework/Versions/2.38.1/libglib,2,0.01%
@rpath/IMBAndroidDevice.framework/Versions/A/IMBAndroidDevice,2,0.01%
@loader_path/../Frameworks/Pantomime.framework/Versions/A/Pantomime,2,0.01%
@rpath/CrackPasswordTools.framework/Versions/A/CrackPasswordTools,2,0.01%
@@HOMEBREW_PREFIX@@/opt/gmp/lib/libgmp.10.dylib,2,0.01%
@rpath/QtCore5Compat.framework/Versions/A/QtCore5Compat,2,0.01%
@rpath/QtConcurrent.framework/Versions/A/QtConcurrent,2,0.01%
@executable_path/../Frameworks/libSMTPEmail.1.dylib,2,0.01%
@executable_path/../Frameworks/XojoFramework.framework/Versions/A/XojoFramework,2,0.01%
@executable_path/../libs/libssl.1.0.0.dylib,2,0.01%
@rpath/Kira.framework/Versions/A/Kira,2,0.01%
@executable_path/../libs/libdb_cxx-4.8.dylib,2,0.01%
@executable_path/../libs/libcrypto.1.0.0.dylib,2,0.01%
/opt/local/Library/Frameworks/QtGui.framework/Versions/4/QtGui,2,0.01%
@executable_path/../Frameworks/libdb_cxx-18.1.dylib,2,0.01%
/opt/homebrew/opt/fltk/lib/libfltk.1.3.dylib,2,0.01%
@rpath/CircularProgressMac.framework/Versions/A/CircularProgressMac,2,0.01%
/opt/local/Library/Frameworks/QtCore.framework/Versions/4/QtCore,2,0.01%
@rpath/libopenaccess.dylib,2,0.01%
@rpath/libc++.dylib,2,0.01%
@executable_path/../Frameworks/libgobject.framework/Versions/2.38.1/libgobject,2,0.01%
@loader_path/../Frameworks/ShortcutRecorder.framework/Versions/A/ShortcutRecorder,2,0.01%
@executable_path/../Frameworks/libgpgerror.framework/Versions/1.12/libgpgerror,2,0.01%
@executable_path/../Frameworks/libgthread.framework/Versions/2.38.1/libgthread,2,0.01%
@executable_path/../Frameworks/libintl.framework/Versions/0.18.3.1/libintl,2,0.01%
@executable_path/../Frameworks/libjson-glib.framework/Versions/1.0.0/libjson-glib,2,0.01%
@executable_path/../Frameworks/libmeanwhile.framework/Versions/1.0.2/libmeanwhile,2,0.01%
@executable_path/../Frameworks/libotr.framework/Versions/3.2.1/libotr,2,0.01%
@executable_path/../Frameworks/libpurple.framework/Versions/2.10.7ra97104490e3e/libpurple,2,0.01%
@rpath/AIUtilities.framework/Versions/A/AIUtilities,2,0.01%
@rpath/SCCoreFoundation.framework/Versions/A/SCCoreFoundation,2,0.01%
@rpath/FriBidi.framework/Versions/A/FriBidi,2,0.01%
@rpath/ITSwitch.framework/Versions/A/ITSwitch,2,0.01%
@rpath/STPrivilegedTask.framework/Versions/A/STPrivilegedTask,2,0.01%
@loader_path/libimobiledevice.dylib,2,0.01%
/System/Library/Frameworks/MessageUI.framework/MessageUI,2,0.01%
/usr/local/opt/boost@1.60/lib/libboost_system-mt.dylib,2,0.01%
/usr/local/opt/protobuf/lib/libprotobuf.17.dylib,2,0.01%
@executable_path/../Frameworks/libgmodule.framework/Versions/2.38.1/libgmodule,2,0.01%
/System/Library/PrivateFrameworks/SoftwareUpdate.framework/Versions/A/SoftwareUpdate,2,0.01%
@executable_path/../Frameworks/libMFReview.dylib,2,0.01%
/usr/local/lib/libssl.3.dylib,2,0.01%
/Applications/MacMiner.app/Contents/Resources/libusb/lib/libusb-1.0.0.dylib,2,0.01%
/Applications/MacMiner.app/Contents/Resources/jansson/lib/libjansson.4.dylib,2,0.01%
/Applications/MacMiner.app/Contents/Resources/bfgminer/lib/libblkmaker_jansson-0.1.0.dylib,2,0.01%
/Applications/MacMiner.app/Contents/Resources/bfgminer/lib/libblkmaker-0.1.0.dylib,2,0.01%
@executable_path/../Frameworks/libServerZip.dylib,2,0.01%
@executable_path/../Frameworks/libSoftMgrUI.dylib,2,0.01%
/usr/local/opt/boost@1.76/lib/libboost_system.dylib,2,0.01%
/usr/local/opt/boost@1.76/lib/libboost_random-mt.dylib,2,0.01%
@executable_path/../Frameworks/libSyncFuntion.dylib,2,0.01%
/usr/local/opt/qt@4/lib/QtNetwork.framework/Versions/4/QtNetwork,2,0.01%
/System/Library/Perl/5.18/darwin-thread-multi-2level/CORE/libperl.dylib,2,0.01%
/usr/local/opt/boost@1.76/lib/libboost_program_options-mt.dylib,2,0.01%
@executable_path/../Frameworks/libSyncProtocol.dylib,2,0.01%
@executable_path/../Frameworks/libcrypto_mfkj.1.dylib,2,0.01%
@executable_path/../Frameworks/libideviceactivation.dylib,2,0.01%
@rpath/libSoftMgrUI.dylib,2,0.01%
@executable_path/../Frameworks/libimobiledevice.dylib,2,0.01%
/System/Library/Frameworks/_AVKit_SwiftUI.framework/Versions/A/_AVKit_SwiftUI,2,0.01%
/usr/local/opt/miniupnpc/lib/libminiupnpc.15.dylib,2,0.01%
/usr/local/opt/qt5/lib/QtCore.framework/Versions/5/QtCore,2,0.01%
@rpath/libboost_locale.dylib,2,0.01%
@executable_path/../Frameworks/libMFMessageCenter.dylib,2,0.01%
@executable_path/../Frameworks/libMFMember.dylib,2,0.01%
@executable_path/../Frameworks/libMFFoundation.dylib,2,0.01%
@executable_path/../Frameworks/libMFCore.dylib,2,0.01%
@executable_path/../Frameworks/libMFControl.dylib,2,0.01%
@executable_path/../Frameworks/libFixOS.1.dylib,2,0.01%
@executable_path/../Frameworks/libFixIphone.dylib,2,0.01%
@executable_path/../Frameworks/libPinRemove.dylib,2,0.01%
/usr/local/opt/qt5/lib/QtGui.framework/Versions/5/QtGui,2,0.01%
@rpath/Shared.framework/Versions/A/Shared,2,0.01%
@rpath/RxSwift.framework/Versions/A/RxSwift,2,0.01%
@rpath/Core.framework/Versions/A/Core,2,0.01%
@executable_path/../Frameworks/libprotobuf.11.dylib,2,0.01%
/usr/local/opt/boost@1.76/lib/libboost_thread-mt.dylib,2,0.01%
@rpath/libDeviceConnectUseDll.dylib,2,0.01%
/usr/local/opt/qt5/lib/QtWidgets.framework/Versions/5/QtWidgets,2,0.01%
@rpath/libBridgeCore.dylib,2,0.01%
@rpath/QtOpenGL.framework/Versions/5/QtOpenGL,2,0.01%
